Image Path,Label
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Cerveja 🍻_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/fotos de cerveja na mão_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Bebidas made in Roça_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Cerveja Brahma Duplo Malte Bares Social Media PSD Editável_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Photo by Linus Mimietz on Unsplash_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Photo by Linus Mimietz on Unsplash_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/@EoTREMBB         💸_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/My forever love_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/My forever love_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/🍺 (2)_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/🍺 (2)_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/dia good_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_ (35)_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/fabio-alves-8wZw9nhpH7g-unsplash_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_6.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_5.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_12.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_4.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_8.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_10.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_7.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_9.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_11.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/liv-hema-InKP7JRRkvQ-unsplash_logo_3.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/giuliana-catachura-BzRY-cmXyC0-unsplash_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/giuliana-catachura-PsTND7Czdnk-unsplash_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/BUDWEIser (1) copy_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/BUDWEISER copy_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/It_s Good to be the King_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Se For Pra Carregar Algum Fardo Que Seja De Cerveja Social Media PSD Editável_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/BUDWEISER _ MUSIC_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/BUDWEISER _ MUSIC (1)_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Fuze Reps_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Fuze Reps_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Bia Budweiser 5_ - Chai nhôm 355ml - Thùng 24 Chai_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Bia Budweiser 5_ - Chai nhôm 355ml - Thùng 24 Chai_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Bia Budweiser 5_ - Chai nhôm 355ml - Thùng 24 Chai_logo_3.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Bia Carlsberg 5_ - Lon 500ml - Thùng 24 Lon_logo_2.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/laurenz-krabisch-JaLWoFX6DOo-unsplash_logo_1.jpg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Download Budweiser-logo - Budweiser Genuine Beer Logo Car Bumper Sticker Decal _ Transparent PNG Download _ SeekPNG.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/11 Budweiser Summer State Cans from NY to CA.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_ (1).jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser Logo PNG Vector (EPS) Free Download.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_ (3).jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/360d34aa-4b5b-4e35-96ed-690933a936aa.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_ (4).jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_ (5).jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser Can Puzzle.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Beer Is Importanter by mindsparkcreative.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/bud.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Wall Accents.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_ (6).jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/d2bcc73c-bb95-4e33-8edc-6db977698e79.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser - Label.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/_ (7).jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/It's Good to be the King.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser Lager Beer - 12pk_12 fl oz Bottles.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Top 10 Powerful Ads.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser Lager Beer - 12pk_12 fl oz Bottles (1).jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Enjoying a Budweiser and Burger at Red Robin with….jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser Select 55 Light Lager Beer - 30pk_12 fl oz Cans.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Anheuser-Busch InBev - Budweiser ~ King of Beers….jpeg,Budweiser Beer
"/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/FOR EMMA, FOREVER AGO.jpeg",Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser American-Style Lager.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser at IRISH 🍀 Rover #budweiser….jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Budweiser (1).jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/the king of beers.jpeg,Budweiser Beer
/content/drive/MyDrive/labelClassification/beerLabelDataset/Budweiser Beer/Beverage Photography - Budweiser - Ricardo Toloto.jpeg,Budweiser Beer
